"","Nlist","Y.intv.5","Y.intv.25","Y.intv.50","Y.intv.75","Y.intv.95","Y.intv.mean","Y.global.5","Y.global.25","Y.global.50","Y.global.75","Y.global.95","Y.global.mean","Y.plugin.5","Y.plugin.25","Y.plugin.50","Y.plugin.75","Y.plugin.95","Y.plugin.mean","Y.heuristic.5","Y.heuristic.25","Y.heuristic.50","Y.heuristic.75","Y.heuristic.95","Y.heuristic.mean","Y.id.5","Y.id.25","Y.id.50","Y.id.75","Y.id.95","Y.id.mean","Y.time.global.5","Y.time.global.25","Y.time.global.50","Y.time.global.75","Y.time.global.95","Y.time.global.mean","Y.time.heuristic.5","Y.time.heuristic.25","Y.time.heuristic.50","Y.time.heuristic.75","Y.time.heuristic.95","Y.time.heuristic.mean","Y.time.id.5","Y.time.id.25","Y.time.id.50","Y.time.id.75","Y.time.id.95","Y.time.id.mean","Y.time.naive.5","Y.time.naive.25","Y.time.naive.50","Y.time.naive.75","Y.time.naive.95","Y.time.naive.mean"
"11",550,0,0,0,0,0,0,0.0124769175872907,0.016969823419909,0.020504453971464,0.0209414361433983,0.0253141206957505,0.0192353392995492,0.0381044998124768,0.0381314121778277,0.0524949286888269,0.108977742681358,0.152267895103374,0.0801584576956058,0.0124769175872907,0.016969823419909,0.020504453971464,0.0209414361433983,0.0253141206957505,0.0192353392995492,0.0125529799008257,0.0170912600943956,0.020516875308505,0.020940571876049,0.0253134920293062,0.0192747678398007,1.01320000000005,1.63400000000001,1.66799999999989,1.67000000000007,1.67480000000005,1.53200000000002,0.861199999999985,1.34199999999998,1.36900000000003,1.37700000000007,1.41299999999994,1.27244,0.0483999999999469,0.0779999999999745,0.0850000000000364,0.0860000000000127,0.0899999999999181,0.0774799999999777,0.100599999999986,0.154999999999973,0.164000000000101,0.169999999999959,0.173999999999955,0.152719999999995
"12",600,0,0,0,0,0,0,0.0134256211071138,0.0221509159503997,0.0270974363086145,0.0276718414677461,0.0287138597294442,0.0234277710835842,0.0247229184593788,0.0355224973111767,0.0404836180527379,0.0475993881915077,0.0760374437146705,0.0457550969794626,0.0134256211071138,0.0221509159503997,0.0270974363086145,0.0276718414677461,0.0287138597294442,0.0234277710835842,0.0133911234170371,0.0220141791855166,0.0271267929062268,0.0276222669435819,0.0286818341091029,0.0233890648821451,1.03979999999992,1.72299999999996,1.74199999999996,1.76999999999998,2.10439999999999,1.67583999999996,0.828399999999942,1.226,1.2349999999999,1.27499999999998,1.29100000000005,1.17107999999997,0.0462000000000444,0.0630000000001019,0.0649999999999409,0.0819999999999936,0.0835999999999558,0.0679600000000073,0.104400000000055,0.146000000000072,0.150999999999954,0.23599999999999,0.276800000000026,0.182840000000019
"13",650,0,0,0,0,0,0,0.00496190033461022,0.00829037563235761,0.0104131058821935,0.0325130292712102,0.03636271136986,0.0185342848380914,0.0294125598264901,0.0348996310056499,0.0565041613471721,0.0693109252020433,0.0820926995964405,0.054808730556321,0.00496190033461022,0.00829037563235761,0.0104131058821935,0.0325130292712102,0.03636271136986,0.0185342848380914,0.00494934498757107,0.00831599877507688,0.0104012959783517,0.032488323656029,0.036333970433113,0.0185217364155072,0.966000000000031,1.47000000000003,1.51599999999996,1.56399999999996,1.5816,1.41952,0.852799999999979,1.25999999999999,1.29300000000001,1.36000000000001,1.43200000000004,1.23956000000001,0.0517999999999347,0.0910000000000082,0.09800000000007,0.114000000000033,0.115600000000086,0.0940800000000263,0.102999999999997,0.147000000000048,0.158000000000015,0.161999999999921,0.162000000000012,0.146399999999999
"14",700,0,0,0,0,0,0,0.00443898941649167,0.016421615698576,0.017984559917157,0.0228011341356686,0.0248885850261389,0.0168122180692257,0.0240957419418418,0.0334723226772683,0.0344237406249982,0.0641565982300656,0.0712481549965481,0.0453650604956972,0.00443898941649167,0.016421615698576,0.017984559917157,0.0228011341356686,0.0248885850261389,0.0168122180692257,0.00444931324324746,0.0164310999896527,0.0179887925068446,0.0228545482047847,0.024922851669365,0.0168336469586877,1.12439999999999,1.7700000000001,1.899,1.97499999999991,2.02539999999999,1.75876,0.915000000000032,1.46300000000008,1.52700000000004,1.54499999999996,1.58020000000004,1.40604000000003,0.0624000000000024,0.0839999999999463,0.09699999999998,0.114000000000033,0.12440000000006,0.0963600000000042,0.119200000000001,0.192000000000007,0.19399999999996,0.200000000000045,0.210399999999981,0.183119999999999
"15",750,0,0,0,0,0,0,0.00569701971306164,0.0116648080190182,0.0172085520638466,0.0176111163458665,0.024691420925862,0.0154302092272329,0.0327718135874895,0.0358973144021865,0.0386502179028522,0.0459744372986615,0.138342909112809,0.0627894870107723,0.00569701971306164,0.0116648080190182,0.0172085520638466,0.0176111163458665,0.024691420925862,0.0154302092272329,0.00568646192246436,0.0116372536858082,0.0172088945521355,0.0176505479774316,0.0246920010578696,0.0154295649049966,1.0986000000001,1.78100000000006,1.83600000000001,1.84300000000007,2.23980000000006,1.75968000000006,0.893599999999947,1.32000000000005,1.36299999999994,1.40099999999995,1.49939999999999,1.29539999999998,0.0625999999999749,0.0769999999999982,0.0790000000000646,0.0950000000000273,0.0981999999999516,0.0823600000000033,0.117599999999993,0.183999999999969,0.202999999999975,0.205000000000041,0.211399999999981,0.184199999999992
"16",800,0,0,0,0,0,0,0.00303116490348218,0.00599231755909919,0.00702289127421379,0.00976042119594663,0.016830010573189,0.00873278293726742,0.0177504157198597,0.0272300088824896,0.0274344908282699,0.0373149253241953,0.0377329272710497,0.0290394740443841,0.00303116490348218,0.00599231755909919,0.00702289127421379,0.00976042119594663,0.016830010573189,0.00873278293726742,0.00303851493476867,0.00595836414573196,0.00702580810666829,0.00975977382431181,0.0168056940555528,0.00872393456442059,1.12959999999996,1.98400000000004,2.02100000000007,2.06799999999998,2.07919999999999,1.85636000000001,0.995600000000081,1.74599999999998,1.81200000000001,1.82299999999998,1.83579999999995,1.64248,0.0593999999999824,0.100999999999999,0.102000000000089,0.117999999999938,0.120399999999972,0.100159999999996,0.122000000000025,0.213999999999942,0.227999999999952,0.231999999999971,0.234400000000005,0.206079999999979
"17",850,0,0,0,0,0,0,0.00340886136345331,0.00632276741080987,0.0138134976284743,0.0177302005631391,0.0201172603921217,0.0122521751606809,0.0369946575062556,0.0443242037736404,0.0467153970843223,0.0485429834044795,0.0694129556281518,0.0498750607771843,0.00340886136345331,0.00632276741080987,0.0138134976284743,0.0177302005631391,0.0201172603921217,0.0122521751606809,0.00327560928095116,0.0063339850663143,0.0138293947087765,0.0177463986249839,0.0201577199566252,0.0122362688048441,1.26680000000001,2.16200000000003,2.24900000000002,2.25799999999992,2.3972,2.0666,1.13279999999997,2.15999999999997,2.23900000000003,2.25599999999997,2.32640000000004,2.02284,0.064600000000064,0.106999999999971,0.123000000000047,0.12399999999991,0.129599999999959,0.10963999999999,0.131800000000021,0.202999999999975,0.245000000000005,0.25,0.267599999999948,0.21947999999999
"18",900,0,0,0,0,0,0,0.00376821827445346,0.00587527735996245,0.014360566483283,0.0219599631508191,0.039532767652359,0.017872645854977,0.037090004914668,0.037760532472794,0.0578526150833614,0.0822817086454783,0.220338806599498,0.0939340620629547,0.00376821827445346,0.00587527735996245,0.014360566483283,0.0219599631508191,0.039532767652359,0.017872645854977,0.00381209736619313,0.00588004642693205,0.0143746592564821,0.0219646020975378,0.0395234806758361,0.0178855236404742,1.80599999999999,2.87400000000002,2.96399999999994,3.01099999999997,3.12460000000001,2.75591999999999,1.50819999999999,2.44499999999994,2.50300000000004,2.51800000000003,2.5308,2.301,0.0919999999999845,0.148000000000025,0.157000000000039,0.175999999999931,0.189599999999973,0.15251999999999,0.192200000000003,0.285000000000082,0.361999999999966,0.38799999999992,0.389599999999973,0.323359999999989
"19",950,0,0,0,0,0,0,0.00514528260794037,0.00754336376052908,0.0124616833602955,0.0127080425727417,0.0161013526493916,0.0108417064363827,0.0167197781101442,0.0199031356049917,0.0383825168912007,0.049409387171357,0.0537592614847784,0.0356931416934231,0.00514528260794037,0.00754336376052908,0.0124616833602955,0.0127080425727417,0.0161013526493916,0.0108417064363827,0.00513262974022161,0.00749206662291727,0.0124580009069141,0.0127012130568579,0.0161031966367185,0.0108295487275841,1.44359999999997,1.82600000000002,1.93200000000002,2.12700000000007,2.15180000000003,1.89608000000002,1.14619999999995,1.41100000000006,1.447,1.51199999999994,1.51920000000005,1.40708,0.0873999999999796,0.0889999999999418,0.0900000000000318,0.0919999999999845,0.104800000000046,0.0926399999999967,0.214999999999964,0.222999999999956,0.257999999999925,0.265999999999963,0.278800000000115,0.248159999999984
"20",1000,0,0,0,0,0,0,0.00537082482224941,0.00695981948323247,0.00862781592137216,0.0192577896213055,0.0262865379824591,0.0135725452511323,0.0263102752088457,0.043951695106695,0.0563200449521378,0.065389896999008,0.138649195399884,0.0689051154584654,0.00537082482224941,0.00695981948323247,0.00862781592137216,0.0192577896213055,0.0262865379824591,0.0135725452511323,0.00537942916399476,0.00693891628332136,0.00862372911027674,0.019243005523634,0.0262590306713534,0.0135616490519357,1.22439999999997,1.846,1.8599999999999,1.90200000000004,1.99719999999998,1.76591999999998,1.07859999999996,1.53300000000013,1.53399999999988,1.53999999999996,1.56639999999988,1.45039999999996,0.0682000000000698,0.0929999999998472,0.114000000000033,0.114000000000033,0.121199999999862,0.102079999999969,0.138400000000092,0.208000000000084,0.218000000000075,0.248000000000047,0.255200000000059,0.213520000000071
